order_id,customer_id,restaurant_id,rider_id,calendar_id,weather_id,payment_id,promotion_id,order_timestamp,delivered_timestamp,order_status,delivery_minutes,delivery_fee,platform_fee,cancellation_reason
247,180,23,163,353,353,5,,2024-12-18 08:51:00,2024-12-18 09:31:00,Delivered,40.0,60,10,
248,1353,88,159,558,558,2,,2025-07-11 17:50:00,2025-07-11 18:42:00,Delivered,52.0,40,10,
249,649,48,185,662,662,3,,2025-10-23 14:30:00,2025-10-23 15:12:00,Delivered,42.0,40,10,
250,1082,53,219,593,593,1,,2025-08-15 12:08:00,2025-08-15 12:36:00,Delivered,28.0,25,10,
251,1126,61,243,273,273,1,,2024-09-29 20:05:00,2024-09-29 20:43:00,Delivered,38.0,25,10,
252,148,22,213,121,121,5,,2024-04-30 19:37:00,2024-04-30 20:25:00,Delivered,48.0,25,10,
253,837,64,124,618,618,1,,2025-09-09 13:41:00,2025-09-09 14:13:00,Delivered,32.0,40,10,
254,1138,55,253,302,302,2,6.0,2024-10-28 17:14:00,2024-10-28 18:01:00,Delivered,47.0,40,10,
255,1315,85,1,254,254,2,1.0,2024-09-10 13:02:00,2024-09-10 13:53:00,Delivered,51.0,25,10,
256,1698,101,193,10,10,1,10.0,2024-01-10 22:24:00,2024-01-10 23:00:00,Delivered,36.0,25,10,
257,1465,87,247,350,350,3,6.0,2024-12-15 13:50:00,2024-12-15 14:30:00,Delivered,40.0,40,10,
258,761,36,152,393,393,3,,2025-01-27 14:49:00,2025-01-27 15:34:00,Delivered,45.0,40,10,
259,1501,102,195,257,257,1,3.0,2024-09-13 21:28:00,2024-09-13 22:15:00,Delivered,47.0,25,10,
260,1962,109,27,520,520,5,1.0,2025-06-03 07:33:00,2025-06-03 08:28:00,Delivered,55.0,60,10,
261,320,23,90,417,417,1,,2025-02-20 14:03:00,2025-02-20 14:44:00,Delivered,41.0,25,10,
262,1691,94,6,505,505,4,,2025-05-19 13:33:00,,Cancelled,,25,10,Rider Unavailable
263,495,1,26,10,10,4,3.0,2024-01-10 13:16:00,2024-01-10 13:53:00,Delivered,37.0,40,10,
264,1790,120,136,312,312,1,,2024-11-07 14:06:00,2024-11-07 15:03:00,Delivered,57.0,40,10,
265,275,15,83,549,549,5,,2025-07-02 10:25:00,2025-07-02 11:09:00,Delivered,44.0,40,10,
266,1430,74,235,284,284,3,1.0,2024-10-10 21:56:00,2024-10-10 22:24:00,Delivered,28.0,25,10,
267,1289,86,51,203,203,1,,2024-07-21 13:50:00,2024-07-21 14:39:00,Delivered,49.0,25,10,
268,269,9,31,258,258,2,12.0,2024-09-14 22:02:00,2024-09-14 22:50:00,Delivered,48.0,60,10,
269,439,17,254,593,593,1,,2025-08-15 16:06:00,2025-08-15 16:48:00,Delivered,42.0,25,10,
270,236,12,66,693,693,3,,2025-11-23 12:43:00,2025-11-23 13:37:00,Delivered,54.0,60,10,
271,596,33,265,709,709,3,,2025-12-09 22:26:00,2025-12-09 23:01:00,Delivered,35.0,25,10,
272,1012,50,137,250,250,5,,2024-09-06 13:30:00,2024-09-06 13:58:00,Delivered,28.0,25,10,
273,1278,90,70,58,58,3,,2024-02-27 22:45:00,2024-02-27 23:15:00,Delivered,30.0,40,10,
274,907,62,117,281,281,1,,2024-10-07 12:01:00,2024-10-07 12:53:00,Delivered,52.0,25,10,
275,1006,55,75,614,614,5,9.0,2025-09-05 14:58:00,2025-09-05 15:52:00,Delivered,54.0,60,10,
276,1847,104,218,566,566,2,,2025-07-19 17:52:00,2025-07-19 18:13:00,Delivered,21.0,40,10,
277,1072,50,82,91,91,3,8.0,2024-03-31 13:13:00,,Cancelled,,25,10,Restaurant Closed
278,1541,100,24,485,485,1,,2025-04-29 13:44:00,2025-04-29 14:15:00,Delivered,31.0,40,10,
279,677,48,189,470,470,3,12.0,2025-04-14 13:28:00,2025-04-14 14:24:00,Delivered,56.0,40,10,
280,939,62,52,593,593,3,,2025-08-15 12:53:00,2025-08-15 13:37:00,Delivered,44.0,25,10,
281,1556,98,195,95,95,5,,2024-04-04 10:14:00,2024-04-04 10:56:00,Delivered,42.0,40,10,
282,1804,105,286,590,590,3,7.0,2025-08-12 20:16:00,2025-08-12 20:44:00,Delivered,28.0,0,10,
283,1179,63,266,199,199,1,,2024-07-17 19:31:00,2024-07-17 20:14:00,Delivered,43.0,0,10,
284,945,65,243,561,561,3,10.0,2025-07-14 13:00:00,2025-07-14 13:31:00,Delivered,31.0,40,10,
285,24,30,278,138,138,5,,2024-05-17 13:52:00,2024-05-17 14:36:00,Delivered,44.0,40,10,
286,1472,76,122,419,419,4,,2025-02-22 08:48:00,2025-02-22 09:23:00,Delivered,35.0,0,10,
287,455,9,31,203,203,3,,2024-07-21 21:58:00,,Cancelled,,25,10,Payment Failed
288,36,9,60,136,136,3,6.0,2024-05-15 14:21:00,2024-05-15 15:10:00,Delivered,49.0,25,10,
289,1291,76,273,383,383,3,,2025-01-17 17:03:00,2025-01-17 17:56:00,Delivered,53.0,25,10,
290,162,8,14,254,254,4,,2024-09-10 16:31:00,2024-09-10 17:02:00,Delivered,31.0,25,10,
291,1362,82,65,23,23,2,4.0,2024-01-23 12:40:00,2024-01-23 13:01:00,Delivered,21.0,25,10,
292,1932,112,55,301,301,1,12.0,2024-10-27 22:22:00,2024-10-27 22:44:00,Delivered,22.0,0,10,
293,1488,89,7,330,330,5,5.0,2024-11-25 22:45:00,2024-11-25 23:39:00,Delivered,54.0,40,10,
294,1550,98,270,173,173,5,,2024-06-21 22:16:00,2024-06-21 22:55:00,Delivered,39.0,0,10,
295,1959,120,136,675,675,5,,2025-11-05 22:38:00,2025-11-05 23:32:00,Delivered,54.0,0,10,
296,1762,118,179,60,60,2,,2024-02-29 07:46:00,2024-02-29 08:43:00,Delivered,57.0,25,10,
297,741,39,21,154,154,2,8.0,2024-06-02 20:30:00,2024-06-02 20:54:00,Delivered,24.0,25,10,
298,1783,118,118,33,33,1,,2024-02-02 21:00:00,2024-02-02 21:29:00,Delivered,29.0,25,10,
299,1805,108,198,341,341,3,12.0,2024-12-06 17:34:00,2024-12-06 18:08:00,Delivered,34.0,25,10,
300,1077,50,82,730,730,1,,2025-12-30 22:35:00,2025-12-30 23:32:00,Delivered,57.0,25,10,
301,882,63,277,81,81,3,7.0,2024-03-21 13:06:00,2024-03-21 14:04:00,Delivered,58.0,40,10,
302,1327,79,91,381,381,4,,2025-01-15 17:12:00,2025-01-15 17:59:00,Delivered,47.0,60,10,
303,700,31,152,575,575,5,,2025-07-28 19:02:00,2025-07-28 19:43:00,Delivered,41.0,40,10,
304,655,43,256,398,398,3,,2025-02-01 14:55:00,2025-02-01 15:25:00,Delivered,30.0,0,10,
305,154,12,165,542,542,4,,2025-06-25 20:52:00,2025-06-25 21:40:00,Delivered,48.0,0,10,
306,1733,119,2,530,530,5,,2025-06-13 13:30:00,2025-06-13 13:54:00,Delivered,24.0,40,10,
307,1860,107,267,531,531,5,,2025-06-14 22:56:00,2025-06-14 23:40:00,Delivered,44.0,25,10,
308,375,12,103,161,161,3,,2024-06-09 16:42:00,2024-06-09 17:16:00,Delivered,34.0,40,10,
309,1975,103,215,424,424,4,3.0,2025-02-27 21:01:00,2025-02-27 21:40:00,Delivered,39.0,0,10,
310,967,68,116,379,379,2,3.0,2025-01-13 21:18:00,2025-01-13 21:42:00,Delivered,24.0,25,10,
311,1728,103,105,173,173,2,,2024-06-21 21:53:00,2024-06-21 22:28:00,Delivered,35.0,25,10,
312,722,38,113,534,534,2,12.0,2025-06-17 08:05:00,2025-06-17 08:55:00,Delivered,50.0,40,10,
313,1142,65,283,705,705,3,,2025-12-05 20:02:00,2025-12-05 20:22:00,Delivered,20.0,40,10,
314,488,18,46,470,470,5,11.0,2025-04-14 17:24:00,2025-04-14 18:15:00,Delivered,51.0,40,10,
315,1823,117,130,36,36,3,11.0,2024-02-05 09:06:00,2024-02-05 09:36:00,Delivered,30.0,40,10,
316,807,55,75,505,505,1,,2025-05-19 14:09:00,2025-05-19 14:34:00,Delivered,25.0,25,10,
317,1718,105,146,266,266,1,11.0,2024-09-22 13:58:00,2024-09-22 14:41:00,Delivered,43.0,60,10,
318,1648,102,53,241,241,1,,2024-08-28 20:16:00,2024-08-28 21:11:00,Delivered,55.0,40,10,
319,1793,120,99,216,216,3,,2024-08-03 12:08:00,2024-08-03 12:46:00,Delivered,38.0,25,10,
320,23,12,66,593,593,3,,2025-08-15 20:28:00,2025-08-15 21:03:00,Delivered,35.0,0,10,
321,1329,84,129,673,673,2,,2025-11-03 19:02:00,2025-11-03 19:28:00,Delivered,26.0,0,10,
322,63,3,272,590,590,2,10.0,2025-08-12 12:57:00,2025-08-12 13:40:00,Delivered,43.0,40,10,
323,635,37,175,642,642,5,,2025-10-03 21:55:00,2025-10-03 22:35:00,Delivered,40.0,25,10,
324,249,1,231,52,52,2,,2024-02-21 20:41:00,2024-02-21 21:38:00,Delivered,57.0,25,10,
325,753,44,251,677,677,5,7.0,2025-11-07 14:57:00,2025-11-07 15:23:00,Delivered,26.0,25,10,
326,1596,96,270,642,642,3,,2025-10-03 13:22:00,2025-10-03 14:10:00,Delivered,48.0,25,10,
327,69,10,93,324,324,5,,2024-11-19 20:03:00,2024-11-19 20:56:00,Delivered,53.0,25,10,
328,817,51,29,244,244,2,,2024-08-31 13:33:00,2024-08-31 14:15:00,Delivered,42.0,25,10,
329,1569,101,193,634,634,5,,2025-09-25 20:01:00,2025-09-25 21:00:00,Delivered,59.0,25,10,
330,898,72,52,283,283,4,,2024-10-09 17:47:00,2024-10-09 18:22:00,Delivered,35.0,25,10,
331,1206,81,292,728,728,5,,2025-12-28 14:44:00,2025-12-28 15:39:00,Delivered,55.0,0,10,
332,660,42,85,337,337,3,,2024-12-02 22:58:00,2024-12-02 23:56:00,Delivered,58.0,40,10,
333,1014,64,124,277,277,3,4.0,2024-10-03 14:29:00,2024-10-03 15:02:00,Delivered,33.0,25,10,
334,1243,85,204,234,234,1,1.0,2024-08-21 14:12:00,2024-08-21 14:56:00,Delivered,44.0,60,10,
335,716,45,113,679,679,3,11.0,2025-11-09 16:51:00,2025-11-09 17:49:00,Delivered,58.0,40,10,
336,1383,90,64,281,281,1,12.0,2024-10-07 20:50:00,2024-10-07 21:36:00,Delivered,46.0,60,10,
337,906,49,268,123,123,3,,2024-05-02 14:14:00,2024-05-02 14:42:00,Delivered,28.0,60,10,
338,1706,114,130,573,573,5,,2025-07-26 10:53:00,2025-07-26 11:16:00,Delivered,23.0,25,10,
339,574,36,227,183,183,3,7.0,2024-07-01 08:57:00,2024-07-01 09:28:00,Delivered,31.0,25,10,
340,1139,59,116,11,11,4,2.0,2024-01-11 20:12:00,2024-01-11 20:40:00,Delivered,28.0,25,10,
341,643,40,228,723,723,1,,2025-12-23 12:18:00,2025-12-23 13:08:00,Delivered,50.0,25,10,
342,781,43,300,391,391,3,,2025-01-25 08:41:00,2025-01-25 09:38:00,Delivered,57.0,25,10,
343,613,48,57,437,437,2,,2025-03-12 21:24:00,2025-03-12 22:17:00,Delivered,53.0,25,10,
344,1127,68,221,203,203,1,,2024-07-21 12:41:00,2024-07-21 13:41:00,Delivered,60.0,40,10,
345,293,6,127,513,513,1,,2025-05-27 19:49:00,2025-05-27 20:10:00,Delivered,21.0,25,10,
346,1732,104,155,344,344,4,,2024-12-09 21:35:00,2024-12-09 22:09:00,Delivered,34.0,40,10,
347,1967,119,151,400,400,3,6.0,2025-02-03 08:05:00,2025-02-03 08:26:00,Delivered,21.0,40,10,
348,1798,107,55,409,409,2,4.0,2025-02-12 14:49:00,2025-02-12 15:49:00,Delivered,60.0,40,10,
349,1018,69,144,640,640,3,,2025-10-01 16:25:00,2025-10-01 16:48:00,Delivered,23.0,60,10,
350,1070,53,162,719,719,1,,2025-12-19 21:48:00,2025-12-19 22:28:00,Delivered,40.0,0,10,
351,1289,86,97,282,282,5,,2024-10-08 12:41:00,2024-10-08 13:22:00,Delivered,41.0,25,10,
352,47,4,31,628,628,4,1.0,2025-09-19 14:01:00,2025-09-19 14:31:00,Delivered,30.0,40,10,
353,519,43,189,219,219,1,,2024-08-06 09:49:00,2024-08-06 10:27:00,Delivered,38.0,25,10,
354,1061,52,288,74,74,1,,2024-03-14 19:51:00,2024-03-14 20:46:00,Delivered,55.0,25,10,
355,1566,94,6,712,712,5,,2025-12-12 09:44:00,2025-12-12 10:33:00,Delivered,49.0,25,10,
356,1792,109,284,241,241,5,,2024-08-28 12:59:00,2024-08-28 13:35:00,Delivered,36.0,0,10,
357,1149,72,19,582,582,3,11.0,2025-08-04 08:15:00,2025-08-04 09:08:00,Delivered,53.0,40,10,
358,1958,104,27,428,428,5,10.0,2025-03-03 21:55:00,2025-03-03 22:27:00,Delivered,32.0,40,10,
359,290,12,203,167,167,3,4.0,2024-06-15 17:32:00,2024-06-15 18:18:00,Delivered,46.0,40,10,
360,663,46,171,305,305,1,,2024-10-31 13:25:00,2024-10-31 13:45:00,Delivered,20.0,40,10,
361,12,15,282,671,671,3,7.0,2025-11-01 12:46:00,2025-11-01 13:21:00,Delivered,35.0,40,10,
362,1094,62,52,701,701,2,,2025-12-01 14:43:00,2025-12-01 15:22:00,Delivered,39.0,25,10,
363,1783,118,179,521,521,2,,2025-06-04 14:38:00,2025-06-04 15:26:00,Delivered,48.0,40,10,
364,1317,80,159,269,269,1,,2024-09-25 20:25:00,2024-09-25 21:03:00,Delivered,38.0,40,10,
365,690,42,85,208,208,3,,2024-07-26 16:05:00,2024-07-26 16:51:00,Delivered,46.0,60,10,
366,839,50,192,32,32,1,1.0,2024-02-01 16:24:00,,Cancelled,,0,10,Restaurant Closed
367,744,39,85,349,349,4,7.0,2024-12-14 13:30:00,2024-12-14 13:51:00,Delivered,21.0,40,10,
368,12,4,108,124,124,4,,2024-05-03 10:29:00,2024-05-03 10:52:00,Delivered,23.0,25,10,
369,1849,118,17,673,673,1,11.0,2025-11-03 12:24:00,2025-11-03 13:08:00,Delivered,44.0,25,10,
370,767,36,71,207,207,2,,2024-07-25 20:52:00,2024-07-25 21:35:00,Delivered,43.0,60,10,
371,1370,87,285,552,552,5,,2025-07-05 13:13:00,2025-07-05 13:49:00,Delivered,36.0,40,10,
372,1724,120,222,670,670,1,,2025-10-31 13:34:00,2025-10-31 14:05:00,Delivered,31.0,25,10,
373,1421,76,138,5,5,3,5.0,2024-01-05 20:56:00,2024-01-05 21:50:00,Delivered,54.0,0,10,
374,1215,85,120,545,545,4,,2025-06-28 17:41:00,2025-06-28 18:31:00,Delivered,50.0,25,10,
375,80,21,279,697,697,1,,2025-11-27 12:29:00,2025-11-27 13:29:00,Delivered,60.0,40,10,
376,941,55,128,615,615,3,,2025-09-06 21:42:00,2025-09-06 22:24:00,Delivered,42.0,25,10,
377,1279,76,138,352,352,2,,2024-12-17 19:57:00,2024-12-17 20:56:00,Delivered,59.0,60,10,
378,6,6,190,721,721,3,,2025-12-21 09:04:00,2025-12-21 09:26:00,Delivered,22.0,40,10,
379,1415,87,274,370,370,4,,2025-01-04 08:56:00,2025-01-04 09:23:00,Delivered,27.0,25,10,
380,1635,99,16,336,336,5,1.0,2024-12-01 19:32:00,2024-12-01 20:30:00,Delivered,58.0,25,10,
381,1519,98,30,493,493,3,,2025-05-07 10:10:00,2025-05-07 10:36:00,Delivered,26.0,0,10,
382,1632,96,232,676,676,4,,2025-11-06 08:19:00,2025-11-06 08:59:00,Delivered,40.0,60,10,
383,187,14,170,494,494,2,,2025-05-08 20:10:00,2025-05-08 20:46:00,Delivered,36.0,25,10,
384,1761,120,99,240,240,1,,2024-08-27 14:53:00,2024-08-27 15:52:00,Delivered,59.0,40,10,
385,215,26,121,112,112,1,2.0,2024-04-21 07:16:00,2024-04-21 07:55:00,Delivered,39.0,25,10,
386,723,44,227,583,583,3,,2025-08-05 22:26:00,2025-08-05 23:07:00,Delivered,41.0,0,10,
387,1620,99,35,573,573,2,,2025-07-26 14:32:00,2025-07-26 14:52:00,Delivered,20.0,25,10,
388,1266,77,159,330,330,1,,2024-11-25 16:14:00,2024-11-25 16:35:00,Delivered,21.0,25,10,
389,1201,79,285,717,717,2,7.0,2025-12-17 19:36:00,2025-12-17 20:25:00,Delivered,49.0,0,10,
390,1098,50,289,469,469,2,,2025-04-13 14:34:00,2025-04-13 15:25:00,Delivered,51.0,25,10,
391,1490,83,122,499,499,2,11.0,2025-05-13 19:10:00,2025-05-13 19:58:00,Delivered,48.0,40,10,
392,199,23,163,469,469,1,3.0,2025-04-13 19:38:00,2025-04-13 20:15:00,Delivered,37.0,0,10,
393,501,37,58,624,624,1,,2025-09-15 08:46:00,2025-09-15 09:10:00,Delivered,24.0,60,10,
394,145,11,250,439,439,4,,2025-03-14 12:27:00,2025-03-14 13:15:00,Delivered,48.0,40,10,
395,38,9,31,235,235,1,5.0,2024-08-22 07:54:00,2024-08-22 08:37:00,Delivered,43.0,25,10,
396,44,24,69,694,694,5,,2025-11-24 19:37:00,2025-11-24 20:11:00,Delivered,34.0,40,10,
397,229,3,279,171,171,4,,2024-06-19 21:33:00,2024-06-19 22:27:00,Delivered,54.0,25,10,
398,1244,88,159,290,290,1,,2024-10-16 19:47:00,,Cancelled,,0,10,Customer Cancelled
399,1589,93,153,597,597,2,,2025-08-19 16:54:00,2025-08-19 17:41:00,Delivered,47.0,0,10,
400,967,66,134,433,433,2,,2025-03-08 14:17:00,2025-03-08 14:38:00,Delivered,21.0,25,10,
401,799,45,78,72,72,1,,2024-03-12 21:09:00,,Cancelled,,25,10,Rider Unavailable
402,982,53,205,113,113,1,,2024-04-22 12:27:00,2024-04-22 13:02:00,Delivered,35.0,25,10,
403,1783,118,80,403,403,1,,2025-02-06 21:39:00,2025-02-06 22:29:00,Delivered,50.0,40,10,
404,1545,91,270,41,41,1,,2024-02-10 22:32:00,2024-02-10 23:27:00,Delivered,55.0,25,10,
405,1143,53,283,67,67,2,,2024-03-07 17:30:00,,Cancelled,,40,10,Payment Failed
406,245,12,199,239,239,5,,2024-08-26 22:59:00,2024-08-26 23:20:00,Delivered,21.0,25,10,
407,1639,101,50,603,603,4,,2025-08-25 07:42:00,2025-08-25 08:26:00,Delivered,44.0,25,10,
408,1867,103,239,263,263,1,,2024-09-19 12:09:00,2024-09-19 12:53:00,Delivered,44.0,60,10,
409,1895,109,284,146,146,1,9.0,2024-05-25 09:19:00,2024-05-25 10:00:00,Delivered,41.0,40,10,
410,329,29,102,97,97,5,,2024-04-06 08:43:00,2024-04-06 09:34:00,Delivered,51.0,0,10,
411,1949,105,146,34,34,5,4.0,2024-02-03 19:21:00,2024-02-03 19:58:00,Delivered,37.0,25,10,
412,1868,105,146,424,424,1,,2025-02-27 17:52:00,2025-02-27 18:34:00,Delivered,42.0,60,10,
413,759,40,150,248,248,4,,2024-09-04 14:05:00,2024-09-04 15:05:00,Delivered,60.0,60,10,
414,1828,112,267,681,681,2,,2025-11-11 12:19:00,2025-11-11 13:18:00,Delivered,59.0,40,10,
415,1942,118,80,44,44,5,,2024-02-13 21:11:00,2024-02-13 21:44:00,Delivered,33.0,40,10,
416,670,44,8,562,562,5,4.0,2025-07-15 21:56:00,2025-07-15 22:29:00,Delivered,33.0,40,10,
417,1976,104,284,160,160,4,2.0,2024-06-08 16:27:00,2024-06-08 17:27:00,Delivered,60.0,25,10,
418,269,9,282,594,594,2,,2025-08-16 10:04:00,2025-08-16 10:40:00,Delivered,36.0,60,10,
419,1581,101,11,22,22,4,8.0,2024-01-22 22:36:00,2024-01-22 23:02:00,Delivered,26.0,25,10,
420,1694,101,193,674,674,5,1.0,2025-11-04 13:40:00,2025-11-04 14:21:00,Delivered,41.0,40,10,
421,877,56,177,624,624,3,,2025-09-15 08:06:00,2025-09-15 08:51:00,Delivered,45.0,25,10,
422,1581,101,47,530,530,3,,2025-06-13 16:12:00,2025-06-13 16:48:00,Delivered,36.0,25,10,
423,1160,66,144,322,322,3,,2024-11-17 14:08:00,2024-11-17 14:32:00,Delivered,24.0,40,10,
424,673,36,71,441,441,5,,2025-03-16 13:03:00,2025-03-16 13:56:00,Delivered,53.0,25,10,
425,1294,73,172,218,218,4,,2024-08-05 20:02:00,2024-08-05 20:25:00,Delivered,23.0,25,10,
426,784,48,25,230,230,2,,2024-08-17 14:18:00,2024-08-17 14:50:00,Delivered,32.0,40,10,
427,590,48,300,250,250,3,,2024-09-06 22:12:00,2024-09-06 22:56:00,Delivered,44.0,25,10,
428,1747,105,146,246,246,5,,2024-09-02 21:16:00,,Cancelled,,0,10,Customer Cancelled
429,1560,99,16,495,495,1,,2025-05-09 19:50:00,2025-05-09 20:25:00,Delivered,35.0,25,10,
430,291,22,250,56,56,5,5.0,2024-02-25 13:13:00,2024-02-25 13:44:00,Delivered,31.0,25,10,
431,1457,86,97,428,428,4,3.0,2025-03-03 22:54:00,2025-03-03 23:25:00,Delivered,31.0,25,10,
432,1867,103,226,342,342,5,,2024-12-07 08:32:00,2024-12-07 09:07:00,Delivered,35.0,0,10,
433,440,6,164,34,34,1,,2024-02-03 07:18:00,,Cancelled,,40,10,Payment Failed
434,1762,118,179,49,49,4,,2024-02-18 13:25:00,2024-02-18 14:15:00,Delivered,50.0,25,10,
435,1420,85,194,172,172,3,,2024-06-20 19:45:00,2024-06-20 20:22:00,Delivered,37.0,40,10,
436,1409,87,247,284,284,2,,2024-10-10 19:52:00,2024-10-10 20:34:00,Delivered,42.0,25,10,
437,1306,81,18,523,523,2,,2025-06-06 21:43:00,2025-06-06 22:18:00,Delivered,35.0,60,10,
438,706,47,77,163,163,1,,2024-06-11 22:32:00,2024-06-11 23:14:00,Delivered,42.0,40,10,
439,1657,95,153,242,242,1,,2024-08-29 12:38:00,2024-08-29 13:13:00,Delivered,35.0,40,10,
440,823,50,287,395,395,5,,2025-01-29 08:11:00,,Cancelled,,25,10,Payment Failed
441,1415,79,274,719,719,2,,2025-12-19 21:43:00,2025-12-19 22:14:00,Delivered,31.0,0,10,
442,927,49,125,703,703,2,,2025-12-03 17:25:00,2025-12-03 17:50:00,Delivered,25.0,25,10,
443,609,45,113,118,118,3,7.0,2024-04-27 13:58:00,2024-04-27 14:18:00,Delivered,20.0,40,10,
444,213,22,254,328,328,5,1.0,2024-11-23 20:03:00,2024-11-23 20:42:00,Delivered,39.0,25,10,
445,1870,118,80,262,262,3,,2024-09-18 14:26:00,2024-09-18 15:13:00,Delivered,47.0,25,10,
446,1088,60,208,457,457,2,,2025-04-01 14:28:00,2025-04-01 15:17:00,Delivered,49.0,40,10,
447,1255,77,159,599,599,3,3.0,2025-08-21 14:37:00,2025-08-21 15:10:00,Delivered,33.0,40,10,
448,423,12,103,328,328,3,2.0,2024-11-23 13:11:00,2024-11-23 13:32:00,Delivered,21.0,25,10,
449,1815,120,222,24,24,5,,2024-01-24 20:05:00,,Cancelled,,60,10,Rider Unavailable
450,1732,104,27,345,345,5,,2024-12-10 20:57:00,2024-12-10 21:20:00,Delivered,23.0,0,10,
451,1601,100,126,554,554,3,,2025-07-07 21:56:00,2025-07-07 22:30:00,Delivered,34.0,25,10,
452,1643,97,101,433,433,2,5.0,2025-03-08 22:01:00,2025-03-08 22:36:00,Delivered,35.0,40,10,
453,334,15,282,111,111,4,,2024-04-20 20:39:00,2024-04-20 21:12:00,Delivered,33.0,40,10,
454,995,49,125,39,39,2,,2024-02-08 21:07:00,2024-02-08 22:00:00,Delivered,53.0,60,10,
455,1445,83,273,370,370,2,,2025-01-04 10:35:00,2025-01-04 11:23:00,Delivered,48.0,25,10,
456,622,44,227,302,302,1,,2024-10-28 19:41:00,2024-10-28 20:02:00,Delivered,21.0,0,10,
457,1640,100,281,389,389,5,,2025-01-23 19:35:00,2025-01-23 20:07:00,Delivered,32.0,25,10,
458,736,42,88,291,291,1,,2024-10-17 20:56:00,,Cancelled,,25,10,Restaurant Closed
459,777,41,110,177,177,3,,2024-06-25 22:02:00,2024-06-25 22:51:00,Delivered,49.0,0,10,
460,1805,116,183,405,405,5,,2025-02-08 07:53:00,2025-02-08 08:17:00,Delivered,24.0,25,10,
461,1081,52,288,649,649,1,,2025-10-10 07:45:00,2025-10-10 08:10:00,Delivered,25.0,40,10,
462,780,41,171,720,720,2,,2025-12-20 12:59:00,2025-12-20 13:43:00,Delivered,44.0,0,10,
463,853,50,224,228,228,5,,2024-08-15 19:39:00,2024-08-15 19:59:00,Delivered,20.0,40,10,
464,1006,52,147,70,70,1,,2024-03-10 21:26:00,2024-03-10 22:02:00,Delivered,36.0,40,10,
465,1138,52,128,544,544,1,,2025-06-27 17:16:00,2025-06-27 17:39:00,Delivered,23.0,0,10,
466,1269,78,172,196,196,5,,2024-07-14 12:20:00,2024-07-14 12:52:00,Delivered,32.0,25,10,
467,1214,85,204,392,392,3,,2025-01-26 12:23:00,2025-01-26 13:14:00,Delivered,51.0,25,10,
468,264,12,199,414,414,3,,2025-02-17 14:47:00,2025-02-17 15:12:00,Delivered,25.0,60,10,
469,381,20,140,728,728,2,,2025-12-28 13:55:00,2025-12-28 14:44:00,Delivered,49.0,25,10,
470,1815,120,136,273,273,3,,2024-09-29 14:08:00,2024-09-29 14:50:00,Delivered,42.0,25,10,
471,60,15,108,332,332,1,,2024-11-27 08:37:00,2024-11-27 09:10:00,Delivered,33.0,25,10,
472,934,68,36,129,129,5,,2024-05-08 22:39:00,2024-05-08 23:04:00,Delivered,25.0,0,10,
473,176,14,69,425,425,4,,2025-02-28 21:04:00,2025-02-28 21:57:00,Delivered,53.0,25,10,
474,1528,95,48,198,198,4,,2024-07-16 08:41:00,2024-07-16 09:09:00,Delivered,28.0,25,10,
475,621,37,58,266,266,3,9.0,2024-09-22 21:56:00,2024-09-22 22:50:00,Delivered,54.0,25,10,
476,1754,114,167,550,550,5,,2025-07-03 19:54:00,2025-07-03 20:27:00,Delivered,33.0,25,10,
477,245,12,260,320,320,4,,2024-11-15 22:52:00,2024-11-15 23:16:00,Delivered,24.0,40,10,
478,587,43,57,231,231,5,,2024-08-18 20:20:00,2024-08-18 20:51:00,Delivered,31.0,25,10,
479,660,42,258,424,424,4,,2025-02-27 22:38:00,2025-02-27 23:08:00,Delivered,30.0,25,10,
480,560,43,185,632,632,1,8.0,2025-09-23 20:48:00,2025-09-23 21:45:00,Delivered,57.0,40,10,
481,263,29,79,655,655,4,,2025-10-16 19:53:00,2025-10-16 20:34:00,Delivered,41.0,25,10,
482,149,1,220,365,365,1,5.0,2024-12-30 13:54:00,2024-12-30 14:41:00,Delivered,47.0,40,10,
483,910,50,192,299,299,4,,2024-10-25 13:08:00,2024-10-25 13:58:00,Delivered,50.0,40,10,
484,285,23,90,641,641,4,,2025-10-02 13:45:00,2025-10-02 14:11:00,Delivered,26.0,60,10,
485,430,4,60,582,582,3,,2025-08-04 19:59:00,2025-08-04 20:40:00,Delivered,41.0,25,10,
486,923,63,81,406,406,1,12.0,2025-02-09 16:50:00,2025-02-09 17:40:00,Delivered,50.0,25,10,
487,1052,50,287,461,461,5,,2025-04-05 13:17:00,2025-04-05 13:42:00,Delivered,25.0,60,10,
488,903,55,111,545,545,2,,2025-06-28 16:02:00,2025-06-28 16:58:00,Delivered,56.0,0,10,
489,116,8,237,258,258,2,,2024-09-14 20:05:00,2024-09-14 20:58:00,Delivered,53.0,25,10,
490,75,30,262,216,216,3,,2024-08-03 20:09:00,2024-08-03 20:52:00,Delivered,43.0,0,10,
491,1365,81,18,428,428,5,,2025-03-03 13:07:00,2025-03-03 13:31:00,Delivered,24.0,25,10,
492,578,41,58,42,42,5,,2024-02-11 20:53:00,2024-02-11 21:26:00,Delivered,33.0,25,10,
493,1102,62,117,141,141,2,,2024-05-20 22:41:00,2024-05-20 23:21:00,Delivered,40.0,25,10,
494,1905,109,27,109,109,5,,2024-04-18 14:59:00,2024-04-18 15:56:00,Delivered,57.0,40,10,
